stock_code,description,units_sold,units_returned,net_sales,gross_sales,return_value,total_orders
23286,BLUE VINTAGE SPOT BEAKER,5048,49,4705.97,4747.62,41.65,225
23287,RED VINTAGE SPOT BEAKER,1879,51,1560.04,1603.39,43.35,200
23288,GREEN VINTAGE SPOT BEAKER,4625,18,4429.06,4444.23,15.17,189
23289,DOLLY GIRL CHILDRENS BOWL,1622,12,1998.70,2013.70,15.00,195
23290,SPACEBOY CHILDRENS BOWL,2430,10,2877.85,2890.35,12.50,216
23291,DOLLY GIRL CHILDRENS CUP,1634,10,2046.53,2059.03,12.50,198
23292,SPACE BOY CHILDRENS CUP,131,0,145.76,145.76,0.00,6
23292,SPACEBOY CHILDRENS CUP,2050,21,2531.32,2557.57,26.25,222
23293,SET OF 12 FAIRY CAKE BAKING CASES,8471,32,6962.98,6989.54,26.56,557
23294,SET OF 6 SNACK LOAF BAKING CASES,4392,13,3597.02,3607.81,10.79,358
23295,SET OF 12 MINI LOAF BAKING CASES,6134,13,5062.66,5073.45,10.79,449
23296,SET OF 6 TEA TIME BAKING CASES,4979,27,5951.80,5985.55,33.75,384
23297,SET 40 HEART SHAPE PETIT FOUR CASES,4303,26,6749.33,6792.23,42.90,165
23298,"BUNTING , SPOTTY ",146,0,634.70,634.70,0.00,7
23298,SPOTTY BUNTING,8320,110,42030.67,42513.48,482.81,1152
23299,FOOD COVER WITH BEADS SET 2 ,1009,8,3731.63,3761.63,30.00,147
23299,"FOOD COVER WITH BEADS , SET 2 SIZES",3,0,11.25,11.25,0.00,1
23300,GARDENERS KNEELING PAD CUP OF TEA ,6809,152,11554.39,11785.99,231.60,765
23301,GARDENERS KNEELING PAD KEEP CALM ,8807,114,16158.45,16327.35,168.90,924
23302,KNEELING MAT HOUSEWORK  DESIGN,1536,36,2127.18,2181.42,54.24,235
23303,SET 4 PICNIC CUTLERY FONDANT,65,0,126.75,126.75,0.00,6
23304,SET 4 PICNIC CUTLERY CHERRY ,71,0,138.45,138.45,0.00,9
23305,SET 4 PICNIC CUTLERY BLUEBERRY,82,0,159.90,159.90,0.00,9
23306,SET OF 36 DOILIES PANTRY DESIGN,2741,7,3973.45,3983.60,10.15,246
23306,SET OF 36 PANTRY PAPER DOILIES,67,0,139.78,139.78,0.00,33
23307,SET OF 60 PANTRY DESIGN CAKE CASES ,12049,88,6323.49,6371.89,48.40,634
23308,SET OF 60 VINTAGE LEAF CAKE CASES ,6139,0,3272.61,3272.61,0.00,382
23309,SET OF 60 I LOVE LONDON CAKE CASES ,8275,64,4460.65,4495.85,35.20,411
23310,BUBBLEGUM RING ASSORTED,12050,0,4997.28,4997.28,0.00,245
23311,VINTAGE CHRISTMAS STOCKING ,2390,15,6449.95,6488.20,38.25,348
23312,VINTAGE CHRISTMAS GIFT SACK,1423,1,5960.00,5964.15,4.15,215
23313,VINTAGE CHRISTMAS BUNTING,2990,13,15734.31,15798.66,64.35,403
23314,VINTAGE CHRISTMAS TABLECLOTH,407,5,4950.46,5012.96,62.50,119
23315,IVORY REFECTORY CLOCK,213,12,1996.44,2094.24,97.80,87
23316,RED REFECTORY CLOCK ,250,1,2491.69,2501.64,9.95,111
23317,BLUE REFECTORY CLOCK ,173,0,1777.46,1777.46,0.00,82
23318,BOX OF 6 MINI VINTAGE CRACKERS,3809,168,8793.70,9162.41,368.71,383
23319,BOX OF 6 MINI 50'S CRACKERS,3720,116,8974.56,9219.53,244.97,409
23320,GIANT 50'S CHRISTMAS CRACKER,2661,13,7016.00,7053.57,37.57,335
23321,SMALL WHITE HEART OF WICKER,4716,39,8374.19,8438.54,64.35,633
23322,LARGE WHITE HEART OF WICKER,3069,63,8708.36,8878.21,169.85,572
23323,WHITE WICKER STAR ,1469,3,3140.48,3146.78,6.30,297
23324,RUSTIC STRAWBERRY JAM POT LARGE ,279,35,509.97,577.48,67.51,40
23324,RUSTIC STRAWBERRY JAMPOT LARGE ,120,0,238.56,238.56,0.00,6
23325,RUSTIC STRAWBERRY JAM POT SMALL,426,18,651.84,681.54,29.70,35
23325,RUSTIC STRAWBERRY JAMPOT SMALL,36,0,59.40,59.40,0.00,3
23326,HANGING MINI COLOURED BOTTLES,3442,0,2237.08,2237.08,0.00,76
23327,HANGING CLEAR MINI BOTTLE,1734,8,1046.42,1051.14,4.72,43
23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,2841,8,13239.85,13269.49,29.64,410
23329,DECORATIVE WICKER HEART LARGE,1767,3,3033.24,3038.19,4.95,234
23330,DECORATIVE WICKER HEART MEDIUM,1794,6,2279.47,2286.97,7.50,217
23331,DECORATIVE WICKER HEART SMALL,1596,0,1062.28,1062.28,0.00,109
23332,IVORY WICKER HEART LARGE,2059,2,3539.41,3542.71,3.30,288
23333,IVORY WICKER HEART MEDIUM,2089,12,2680.45,2695.45,15.00,234
23334,IVORY WICKER HEART SMALL,2271,0,1491.75,1491.75,0.00,130
23335,EGG FRYING PAN IVORY ,377,12,765.82,790.78,24.96,98
23336,EGG FRYING PAN PINK ,225,0,519.25,519.25,0.00,85
23337,EGG FRYING PAN MINT ,180,0,388.75,388.75,0.00,69
23338,EGG FRYING PAN RED ,431,6,902.92,915.40,12.48,110
23339,EGG FRYING PAN BLUE ,173,0,400.84,400.84,0.00,76
23340,VINTAGE CHRISTMAS CAKE FRILL,2500,0,4034.08,4034.08,0.00,151
23341,PINK DINER WALL CLOCK,307,0,2741.35,2741.35,0.00,121
23342,MINT DINER CLOCK,2,0,17.00,17.00,0.00,1
23342,MINT DINER WALL CLOCK,371,1,3150.91,3159.41,8.50,163
23343,JUMBO BAG VINTAGE CHRISTMAS ,6078,271,13467.03,13972.71,505.68,483
23344,JUMBO BAG 50'S CHRISTMAS ,10285,262,23285.11,23772.07,486.96,723
23345, DOLLY GIRL BEAKER,2451,7,2877.50,2886.25,8.75,176
23346,SPACEBOY BEAKER,2628,6,3104.84,3112.34,7.50,185
23347,I LOVE LONDON BEAKER,860,34,1034.80,1077.30,42.50,100
23348,CHILDRENS TOY COOKING UTENSIL SET,746,23,1586.55,1633.81,47.26,176
23349,ROLL WRAP VINTAGE CHRISTMAS,3221,24,4312.60,4342.60,30.00,339
23350,ROLL WRAP VINTAGE SPOT ,2712,24,3415.08,3445.08,30.00,307
23351,ROLL WRAP 50'S CHRISTMAS,3535,96,4770.77,4875.65,104.88,357
23352,ROLL WRAP 50'S RED CHRISTMAS ,1800,12,2444.20,2459.20,15.00,213
23353,6 GIFT TAGS VINTAGE CHRISTMAS ,4007,24,3490.13,3510.05,19.92,329
23354,6 GIFT TAGS 50'S CHRISTMAS ,3740,60,3379.60,3429.40,49.80,325
23355,HOT WATER BOTTLE KEEP CALM,5816,96,28301.20,28718.80,417.60,790
23356,LOVE HOT WATER BOTTLE,2359,9,13280.77,13334.32,53.55,478
23357,HOT WATER BOTTLE SEX BOMB,450,0,1982.05,1982.05,0.00,102
23358,HOT STUFF HOT WATER BOTTLE,594,38,1882.44,2008.38,125.94,91
23359,SET OF 12 T-LIGHTS VINTAGE DOILEY,61,0,118.95,118.95,0.00,6
23359,SET OF 12 T-LIGHTS VINTAGE DOILY,929,0,1747.51,1747.51,0.00,73
23360,SET 8 CANDLES VINTAGE DOILEY,122,0,216.30,216.30,0.00,7
23360,SET 8 CANDLES VINTAGE DOILY,1060,0,2070.10,2070.10,0.00,107
23365,SET 12 COLOUR PENCILS LOVE LONDON,1857,0,1463.08,1463.08,0.00,169
23366,SET 12 COLOURING PENCILS DOILEY,1,0,0.65,0.65,0.00,1
23366,SET 12 COLOURING PENCILS DOILY,2200,0,1636.10,1636.10,0.00,191
23366,SET 12 COLOUR PENCILS DOILEY,48,0,31.20,31.20,0.00,3
23367,SET 12 COLOUR PENCILS SPACEBOY ,3278,16,2480.80,2491.20,10.40,283
23368,SET 12 COLOUR PENCILS DOLLY GIRL ,2379,6,1675.65,1679.55,3.90,234
23369,SET 36 COLOUR PENCILS LOVE LONDON,1105,0,1581.06,1581.06,0.00,126
23370,SET 36 COLOURING PENCILS DOILEY,1,0,1.25,1.25,0.00,1
23370,SET 36 COLOURING PENCILS DOILY,1485,1,2069.10,2070.35,1.25,148
23370,SET 36 COLOUR PENCILS DOILEY,64,0,80.00,80.00,0.00,3
23371,SET 36 COLOUR PENCILS SPACEBOY ,1705,0,2304.78,2304.78,0.00,185
23372,SET 36 COLOUR PENCILS DOLLY GIRL,1389,16,1730.29,1750.29,20.00,148
23373,VINTAGE CHRISTMAS PAPER GIFT BAG,1608,0,1313.39,1313.39,0.00,100
23374,RED SPOT PAPER GIFT BAG,2456,16,1949.71,1962.83,13.12,134
23375,50'S CHRISTMAS PAPER GIFT BAG,1342,1,1099.87,1100.69,0.82,104
23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,3039,24,1375.55,1384.91,9.36,156
23377,PACK OF 12 DOLLY GIRL TISSUES,1351,8,589.33,592.45,3.12,134
23378,PACK OF 12 50'S CHRISTMAS TISSUES,3997,0,1840.08,1840.08,0.00,176
23379,PACK OF 12 RED APPLE TISSUES,1220,0,465.36,465.36,0.00,76
23380,PACK OF 12 DOILEY TISSUES,72,0,28.08,28.08,0.00,2
23380,PACK OF 12 VINTAGE DOILY TISSUES,2272,36,941.38,955.42,14.04,121
23381,PACK OF 12 VINTAGE LEAF TISSUES ,1496,0,562.88,562.88,0.00,80
23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,1875,17,7292.43,7356.18,63.75,223
23388,WOODLAND MINI BACKPACK,816,0,3411.34,3411.34,0.00,152
23388,WOODLAND MINI RUCKSACK ,5,0,20.75,20.75,0.00,2
23389,SPACEBOY MINI BACKPACK,1102,2,4689.24,4697.54,8.30,234
23389,SPACEBOY MINI RUCKSACK,13,0,53.95,53.95,0.00,4
23390,DOLLY GIRL MINI BACKPACK,739,1,2988.24,2992.39,4.15,162
23390,DOLLY GIRL MINI RUCKSACK,8,0,33.20,33.20,0.00,2
23391, I LOVE LONDON MINI BACKPACK,388,0,1624.02,1624.02,0.00,86
23391, I LOVE LONDON MINI RUCKSACK,1,0,4.15,4.15,0.00,1
23392,SPACEBOY ROCKET LOLLY MAKERS,662,24,1425.11,1475.03,49.92,114
23393,HOME SWEET HOME CUSHION COVER ,801,21,3129.16,3207.91,78.75,235
23394,POSTE FRANCE CUSHION COVER,435,0,1877.65,1877.65,0.00,150
23395,BELLE JARDINIERE CUSHION COVER,748,7,3230.83,3257.08,26.25,215
23396,BUTTERFLY CUSHION COVER,8,0,30.00,30.00,0.00,2
23396,LA JARDIN BOTANIQUE CUSHION COVER,87,0,375.53,375.53,0.00,28
23396,LE JARDIN BOTANIQUE CUSHION COVER,559,4,2330.00,2345.00,15.00,167
23397,FOOT STOOL HOME SWEET HOME ,489,6,5037.95,5097.65,59.70,222
23398,HANGING HEART BONHEUR,606,1,534.50,535.35,0.85,70
23399,HOME SWEET HOME HANGING HEART,1914,0,1745.55,1745.55,0.00,225
23400,SHELF WITH 4 HOOKS HOME SWEET HOME,461,2,2396.84,2409.34,12.50,108
23401,RUSTIC MIRROR WITH LACE HEART,459,3,2336.12,2354.87,18.75,86
23402,HOME SWEEET HOME 3 PEG HANGER ,25,0,93.75,93.75,0.00,4
23402,HOME SWEET HOME 3 PEG HANGER ,271,0,1053.53,1053.53,0.00,64
23403,LETTER HOLDER HOME SWEET HOME,625,3,2192.86,2204.11,11.25,137
23404,HOME SWEET HOME BLACKBOARD,1011,29,4418.21,4561.76,143.55,183
23405,HOME SWEET HOME 2 DRAWER CABINET,252,1,1306.53,1311.48,4.95,71
23406,HOME SWEET HOME KEY HOLDER,456,3,2403.91,2422.66,18.75,113
23407,SET OF 2 TRAYS HOME SWEET HOME,265,6,2649.73,2709.43,59.70,137
23408,PHOTO FRAME LINEN AND LACE SMALL,310,14,615.68,644.80,29.12,62
23409,PHOTO FRAME LINEN AND LACE LARGE,215,7,775.43,801.68,26.25,45
23410,CURIO CABINET LINEN AND LACE ,36,1,281.95,290.10,8.15,19
23411, TRELLIS COAT RACK,227,1,1113.66,1118.61,4.95,57
23412,HEART MIRROR ANTIQUE WHITE,358,2,2339.80,2354.80,15.00,77
23413,DECORATIVE VINTAGE COFFEE  BOX,52,0,277.00,277.00,0.00,22
23413,DECROTIVEVINTAGE COFFEE GRINDER BOX,12,0,71.08,71.08,0.00,6
23413,VINTAGE COFFEE GRINDER BOX,109,12,511.43,561.23,49.80,31
23414,ZINC BOX SIGN HOME,141,4,1338.95,1378.75,39.80,65
23415,HOME SWEET HOME HOOK,328,5,403.93,412.18,8.25,48
23416,CHAMBRE HOOK,132,0,184.68,184.68,0.00,25
23417,BATHROOM HOOK,146,0,157.50,157.50,0.00,27
23418,LAVENDER TOILETTE BOTTLE,557,0,1166.00,1166.00,0.00,79
23419,HOME SWEET HOME BOTTLE ,473,1,1041.64,1043.72,2.08,87
23420,PANTRY HOOK TEA STRAINER ,164,0,351.37,351.37,0.00,32
23421,PANTRY HOOK SPATULA,160,0,349.20,349.20,0.00,33
23422,PANTRY HOOK BALLOON WHISK ,213,0,477.89,477.89,0.00,47
23423,PANTRY 3 HOOK ROLLING PIN HANGER,219,5,858.15,876.90,18.75,69
23424,GINGHAM RECIPE BOOK BOX,462,1,2504.67,2509.62,4.95,136
23425,STORAGE TIN HOME SWEET HOME,275,7,604.01,621.44,17.43,59
23426,METAL SIGN DROP YOUR PANTS,1275,6,3427.09,3444.43,17.34,207
23427,STOOL HOME SWEET HOME ,237,2,2837.68,2860.58,22.90,116
23428,IVORY RETRO KITCHEN WALL CLOCK,77,2,659.61,675.91,16.30,34
23429,RED RETRO KITCHEN WALL CLOCK,47,0,400.01,400.01,0.00,23
23430,BLUE RETRO KITCHEN WALL CLOCK,36,0,301.88,301.88,0.00,18
23431,NATURAL HANGING QUILTED HEARTS ,1449,16,1157.95,1171.23,13.28,75
23432,PRETTY HANGING QUILTED HEARTS,1276,0,1088.36,1088.36,0.00,74
23433,HANGING QUILTED PATCHWORK APPLES,1258,47,1069.57,1108.58,39.01,92
23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,2095,10,1876.27,1884.17,7.90,200
23435,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,824,0,732.42,732.42,0.00,99
23436,GIFT BAG LARGE VINTAGE CHRISTMAS,148,0,185.00,185.00,0.00,9
23436,VINTAGE CHRISTMAS GIFT BAG LARGE ,1831,15,2163.64,2182.39,18.75,107
23437, 50'S CHRISTMAS GIFT BAG LARGE,1915,2,2341.13,2343.63,2.50,130
23437,GIFT BAG LARGE 50'S CHRISTMAS,24,0,30.00,30.00,0.00,2
23438,GIFT BAG LARGE SPOT ,96,0,120.00,120.00,0.00,6
23438, RED SPOT GIFT BAG LARGE,1713,0,2089.92,2089.92,0.00,103
23439,HAND WARMER RED LOVE HEART,3986,0,8855.51,8855.51,0.00,397
23440,PAINT YOUR OWN EGGS IN CRATE,164,0,299.36,299.36,0.00,5
23441,HAND PAINTED HANGING EASTER EGG,22,0,9.24,9.24,0.00,3
23442,12 HANGING EGGS HAND PAINTED,40,0,83.20,83.20,0.00,7
23444,Next Day Carriage,79,1,1185.00,1200.00,15.00,80
23445,ICE CREAM BUBBLES,2668,20,2144.64,2161.24,16.60,102
23446,BLUE BUNNY EASTER EGG BASKET,157,0,230.25,230.25,0.00,3
23447,PINK BUNNY EASTER EGG BASKET,158,0,231.90,231.90,0.00,4
23448,CREAM BUNNY EASTER EGG BASKET,25,0,41.25,41.25,0.00,3
23449,SET OF 6 EASTER RAINBOW CHICKS,12,0,15.00,15.00,0.00,1
23451,SQUARE MINI PORTRAIT FRAME,277,0,556.17,556.17,0.00,52
23452,HEART MINI PORTRAIT FRAME,518,1,1019.81,1021.76,1.95,88
23453,OVAL  MINI PORTRAIT FRAME,316,0,615.98,615.98,0.00,47
23454,SET OF 3 MINI HANGING PORTRAITS,32,0,123.20,123.20,0.00,2
23454,THREE MINI HANGING FRAMES,142,2,601.70,610.00,8.30,51
23455,SMALL PARLOUR FRAME,42,0,106.98,106.98,0.00,2
23455,SMALL PARLOUR PICTURE FRAME,165,0,462.45,462.45,0.00,33
23456,MEDIUM PARLOUR FRAME ,22,0,84.10,84.10,0.00,2
23456,MEDIUM PARLOUR PICTURE FRAME ,136,2,541.70,550.00,8.30,35
23457,LARGE PARLOUR FRAME,27,0,122.85,122.85,0.00,2
23457,LARGE PARLOUR PICTURE FRAME,85,0,427.03,427.03,0.00,29
23458,DOLLY CABINET 3 DRAWERS ,51,5,687.70,762.45,74.75,34
23459,DOLLY CABINET 2 DRAWERS ,33,3,375.00,412.50,37.50,21
23460,SWEETHEART WALL TIDY ,108,5,957.33,1007.08,49.75,47
23461,SWEETHEART BIRD HOUSE,847,4,3024.61,3041.21,16.60,95
23462,ROCOCO WALL MIROR,2,0,39.90,39.90,0.00,1
23462,ROCOCO WALL MIRROR WHITE,78,18,1217.04,1567.14,350.10,57
23463,VINTAGE ZINC WATERING CAN,13,0,139.40,139.40,0.00,8
23464,VINTAGE ZINC WATERING CAN SMALL,18,0,99.20,99.20,0.00,8
23465,TUSCAN VILLA BIRD FEEDER,17,0,148.63,148.63,0.00,9
23465,TUSCAN VILLA FEEDING STATION,12,0,99.00,99.00,0.00,7
23466,TUSCAN VILLA DOVECOTE,12,0,99.00,99.00,0.00,4
23466,TUSCAN VILLA DOVECOTE BIRD FEEDER,43,1,390.78,399.03,8.25,24
23467,VINTAGE ZINC PLANTER  ,32,0,120.08,120.08,0.00,11
23468,TUSCAN VILLA BIRD TABLE ,19,0,156.75,156.75,0.00,11
23469,CARD HOLDER LOVE BIRD SMALL,332,4,1338.64,1355.24,16.60,74
23470,CARD HOLDER LOVE BIRD LARGE ,232,12,1389.80,1460.50,70.70,92
23471,SIX DRAWER OFFICE TIDY,65,0,616.79,616.79,0.00,27
23472, NINE DRAWER OFFICE TIDY,58,0,894.42,894.42,0.00,33
23473,WOODLAND SMALL RED FELT HEART,678,0,552.02,552.02,0.00,51
23474,WOODLAND SMALL BLUE FELT HEART,312,0,270.96,270.96,0.00,37
23475,WOODLAND SMALL PINK FELT HEART,286,0,242.18,242.18,0.00,31
23476,WOODLAND LARGE RED FELT HEART,205,0,264.72,264.72,0.00,22
23477,WOODLAND LARGE BLUE FELT HEART,92,0,123.47,123.47,0.00,13
23478,WOODLAND LARGE PINK FELT HEART,285,0,324.40,324.40,0.00,13
23479,WIRE EGG BASKET ,113,0,872.38,872.38,0.00,44
23480,MINI LIGHTS WOODLAND MUSHROOMS,1798,20,6651.04,6719.14,68.10,217
23481,PEARLISED IVORY HEART SMALL ,228,0,281.17,281.17,0.00,29
23482,PEARLISED IVORY HEART LARGE ,418,0,661.02,661.02,0.00,39
23483,HANGING  BUTTERFLY T-LIGHT HOLDER,1328,22,1610.12,1636.36,26.24,77
23484,HEART TRELLIS TRIPLE T-LIGHT HOLDER,129,0,395.11,395.11,0.00,30
23484,HEART TRELLISTRIPLE T-LIGHT HOLDER,56,0,152.24,152.24,0.00,5
23485,BOTANICAL GARDENS WALL CLOCK ,262,18,5436.52,5843.92,407.40,96
23486,ANTIQUE HEART SHELF UNIT,275,13,3945.82,4145.47,199.65,80
23487,SWEET HEART CAKE CARRIER,80,9,706.03,795.58,89.55,50
23489,"GARLAND, VINTAGE BELLS",92,0,265.88,265.88,0.00,10
23489,VINTAGE BELLS GARLAND,821,0,2443.35,2443.35,0.00,149
23490,T-LIGHT HOLDER HANGING LOVE BIRD,542,3,2021.52,2032.77,11.25,102
23491,VINTAGE JINGLE BELLS HEART,228,1,1889.51,1897.76,8.25,79
23492,VINTAGE JINGLE BELLS WREATH,76,0,635.38,635.38,0.00,28
23493,VINTAGE DOILY TRAVEL SEWING KIT,3964,6,8486.58,8497.98,11.40,418
23494,VINTAGE DOILY DELUXE SEWING KIT ,809,65,4967.26,5354.01,386.75,216
23495,SET OF 3 PANTRY WOODEN SPOONS,225,0,306.66,306.66,0.00,41
23496,PANTRY KITCHEN THERMOMETER ,112,0,154.52,154.52,0.00,31
23497,CLASSIC CHROME BICYCLE BELL ,2498,12,3561.22,3578.62,17.40,194
23497,CLASSIC CROME BICYCLE BELL ,60,0,77.40,77.40,0.00,2
23498,CLASSIC BICYCLE CLIPS ,1640,0,2372.68,2372.68,0.00,99
23499,SET 12 VINTAGE DOILY CHALK ,1312,0,586.23,586.23,0.00,110
23500,KEY RING BASEBALL BOOT ASSORTED ,1626,0,2038.33,2038.33,0.00,98
23501,KEY RING BASEBALL BOOT UNION JACK,1821,0,2217.87,2217.87,0.00,112
23502,PLAYING CARDS VINTAGE DOILEY ,13,0,16.25,16.25,0.00,2
23502,PLAYING CARDS VINTAGE DOILY ,701,0,880.16,880.16,0.00,92
23503,PLAYING CARDS KEEP CALM & CARRY ON,3643,2,4858.05,4860.55,2.50,337
23504,PLAYING CARDS JUBILEE UNION JACK,1927,0,2848.89,2848.89,0.00,208
23505,PLAYING CARDS I LOVE LONDON ,1200,0,1651.29,1651.29,0.00,115
23506,MINI PLAYING CARDS SPACEBOY ,2723,0,1129.12,1129.12,0.00,146
23507,MINI PLAYING CARDS BUFFALO BILL ,2882,0,1155.67,1155.67,0.00,119
23508,MINI PLAYING CARDS DOLLY GIRL ,2627,2,1162.61,1163.45,0.84,121
23509,MINI PLAYING CARDS FUN FAIR ,1062,0,451.46,451.46,0.00,65
23510,MINI PLAYING CARDS GYMKHANA,2521,0,1118.80,1118.80,0.00,120
23511,EMBROIDERED RIBBON REEL EMILY ,571,5,1241.61,1252.01,10.40,99
23512,EMBROIDERED RIBBON REEL ROSIE,500,0,975.24,975.24,0.00,57
23513,EMBROIDERED RIBBON REEL SUSIE ,566,6,1101.78,1114.26,12.48,71
23514,EMBROIDERED RIBBON REEL SALLY ,478,6,964.91,977.39,12.48,75
23515,EMBROIDERED RIBBON REEL DAISY ,579,0,1164.98,1164.98,0.00,71
23516,EMBROIDERED RIBBON REEL SOPHIE  ,296,0,1058.60,1058.60,0.00,42
23517,EMBROIDERED RIBBON REEL REBECCA ,334,0,996.38,996.38,0.00,63
23518,EMBROIDERED RIBBON REEL RACHEL ,361,6,963.07,980.41,17.34,45
23519,EMBROIDERED RIBBON REEL CLAIRE,224,0,792.31,792.31,0.00,24
23520,EMBROIDERED RIBBON REEL RUBY ,167,0,600.55,600.55,0.00,32
23521,CAT AND BIRD WALL ART,270,0,323.64,323.64,0.00,4
23521,WALL ART CAT AND BIRD ,143,0,469.73,469.73,0.00,40
23522,DOG AND BALL WALL ART,252,0,425.88,425.88,0.00,4
23522,WALL ART DOG AND BALL ,102,0,301.56,301.56,0.00,28
23523,TREASURE AHOY WALL ART,270,0,833.46,833.46,0.00,16
23523,WALL ART TREASURE AHOY ,90,6,317.85,340.35,22.50,26
23524,HORSE & PONY WALL ART,256,0,797.31,797.31,0.00,17
23524,WALL ART HORSE & PONY ,225,6,737.82,760.32,22.50,47
23525,BUFFALO BILL WALL ART ,248,0,852.72,852.72,0.00,16
23525,WALL ART BUFFALO BILL ,334,6,988.60,1011.10,22.50,38
23526,DOG LICENCE WALL ART,408,0,2081.64,2081.64,0.00,29
23526,WALL ART DOG LICENCE ,604,16,3844.56,3939.76,95.20,116
23527,ANIMALS AND NATURE WALL ART,267,0,923.97,923.97,0.00,17
23527,WALL ART ANIMALS AND NATURE ,153,7,478.34,504.59,26.25,33
23528,SPACEBOY WALL ART,306,0,885.90,885.90,0.00,13
23528,WALL ART SPACEBOY,173,0,618.59,618.59,0.00,37
23529,DOLLY GIRL WALL ART,318,0,1055.94,1055.94,0.00,11
23529,WALL ART DOLLY GIRL ,319,0,956.05,956.05,0.00,26
23530,WALL ART ONLY ONE PERSON ,1050,0,4406.57,4406.57,0.00,86
23530,"WALL ART,ONLY ONE PERSON ",6,0,29.70,29.70,0.00,1
23531,WALL ART BIG LOVE ,976,0,5538.26,5538.26,0.00,112
23532,WALL ART WORK REST AND PLAY  ,210,0,901.58,901.58,0.00,31
23533,WALL ART GARDEN HAVEN ,215,0,998.64,998.64,0.00,36
23534,STOP FOR TEA WALL ART,518,0,2572.70,2572.70,0.00,41
23534,WALL ART STOP FOR TEA ,869,7,5994.55,6036.20,41.65,220
23535,BICYCLE SAFTEY WALL ART,458,0,2371.94,2371.94,0.00,39
23535,WALL ART BICYCLE SAFETY,845,1,5948.20,5954.15,5.95,174
23535,WALL ART BICYCLE SAFTEY ,21,0,114.15,114.15,0.00,3
23536,VILLAGE SHOW WALL ART,386,0,2072.42,2072.42,0.00,18
23536,WALL ART VILLAGE SHOW ,240,4,1345.91,1369.71,23.80,68
23537,I LOVE LONDON WALL ART,12,0,59.40,59.40,0.00,2
23537,WALL ART I LOVE LONDON ,99,0,521.73,521.73,0.00,32
23538,WALL ART VINTAGE HEART,331,0,1329.54,1329.54,0.00,32
23539,"WALL ART , LOVES' SECRET ",8,0,47.60,47.60,0.00,2
23539,WALL ART LOVES' SECRET ,239,0,1180.35,1180.35,0.00,39
23540,"WALL ART , THE MAGIC FOREST ",2,0,13.90,13.90,0.00,1
23540,WALL ART THE MAGIC FOREST ,148,0,933.16,933.16,0.00,13
23541,WALL ART CLASSIC PUDDINGS ,864,2,6746.21,6762.71,16.50,151
23541,"WALL ART ,PUDDINGS ",8,0,61.20,61.20,0.00,2
23542,70'S ALPHABET WALL ART,150,0,1043.10,1043.10,0.00,15
23542,WALL ART 70'S ALPHABET ,356,6,2708.36,2757.06,48.70,77
23543,KEEP CALM WALL ART ,269,0,2015.97,2015.97,0.00,20
23543,WALL ART KEEP CALM ,967,0,4994.79,4994.79,0.00,83
23544,WALL ART MID CENTURY MODERN ,164,1,1007.53,1015.78,8.25,21
23545,WRAP RED DOILEY,380,0,159.60,159.60,0.00,16
23545,WRAP RED VINTAGE DOILY,2100,0,866.00,866.00,0.00,68
23546,WRAP PAISLEY PARK ,3250,0,1365.00,1365.00,0.00,120
23547,WRAP FLOWER SHOP  ,1575,0,661.50,661.50,0.00,62
23548,WRAP MAGIC FOREST ,1075,0,451.50,451.50,0.00,43
23549,WRAP BIRD GARDEN ,1305,0,548.10,548.10,0.00,52
23550,WRAP ALPHABET POSTER  ,1855,0,763.10,763.10,0.00,64
23551,PACK OF 12 PAISLEY PARK TISSUES ,1840,0,839.84,839.84,0.00,136
23552,BICYCLE PUNCTURE REPAIR KIT ,1863,0,3881.91,3881.91,0.00,116
23553,LANDMARK FRAME CAMDEN TOWN ,568,0,6444.65,6444.65,0.00,68
23554,LANDMARK FRAME OXFORD STREET,422,0,4805.53,4805.53,0.00,57
23555,LANDMARK FRAME NOTTING HILL ,421,0,4780.57,4780.57,0.00,50
23556,LANDMARK FRAME COVENT GARDEN ,436,1,4924.51,4937.01,12.50,54
23557,LANDMARK FRAME BAKER STREET ,350,0,3930.27,3930.27,0.00,32
23558,LANDMARK FRAME LONDON BRIDGE ,415,0,4703.87,4703.87,0.00,52
23559,WOODLAND BUNNIES LOLLY MAKERS,649,0,1482.41,1482.41,0.00,124
23560,SET OF 6 RIBBONS COUNTRY STYLE,172,0,499.18,499.18,0.00,26
23561,SET OF 6 RIBBONS PARTY,170,0,476.00,476.00,0.00,16
23562,SET OF 6 RIBBONS PERFECTLY PRETTY  ,251,0,724.59,724.59,0.00,43
23564,EGG CUP MILKMAID INGRID,644,0,841.31,841.31,0.00,76
23565,EGG CUP MILKMAID HELGA ,410,5,580.06,586.31,6.25,65
23566,EGG CUP MILKMAID HEIDI,881,4,1151.93,1156.93,5.00,84
23567,EGG CUP HENRIETTA HEN PINK,211,1,290.33,291.58,1.25,38
23568,EGG CUP HENRIETTA HEN CREAM ,630,1,786.27,787.52,1.25,49
23569,TRADTIONAL ALPHABET STAMP SET,954,2,4707.76,4717.66,9.90,193
